EmployeeID,Name,Age,Experience,Salary,PerformanceScore,LeftCompany,Gender_Male,Department_HR,Department_IT,Department_Marketing,Department_Sales,City_Chennai,City_Delhi,City_Kolkata,City_Mumbai
57,Emp_57,1.7568590927879344,-0.6053498944971879,0.8959978253508284,1.243366294063657,True,False,False,False,False,False,False,True,False,False
58,Emp_58,-1.486293889549548,-0.25858659436103276,-0.49906654115667465,1.243366294063657,True,True,True,False,False,False,True,False,False,False
59,Emp_59,0.6473593883040587,-0.934775029626535,0.8885679423535505,-0.36682445546839454,False,True,False,False,False,True,True,False,False,False
60,Emp_60,-0.29144805395152834,0.018824045747891226,1.0496025803597673,-1.1144130177511329,True,True,False,False,False,False,False,False,True,False
61,Emp_61,0.39132099496162587,0.7123506460202014,-0.6647621616642893,0.38076410681434364,True,True,True,False,False,False,False,False,True,False
62,Emp_62,1.07409004387478,0.3655873458840463,-1.0802126069002733,-1.0569062052678453,True,True,False,False,True,False,False,False,True,False
63,Emp_63,-0.9742171028646825,-0.5706735644835723,0.03588503464732717,1.3008731065469445,False,True,False,True,False,False,False,True,False,False
64,Emp_64,1.2447823061030687,1.11112844117678,0.6381208925012112,0.6107913567474939,False,False,False,False,False,False,False,False,True,False
65,Emp_65,-0.6328325784081055,-1.3855673198035368,-0.027707380074715144,-1.1719198302344203,True,False,True,False,False,False,False,False,False,False
66,Emp_66,0.8180516505323473,-1.2468619997490746,0.6595106488318836,1.3583799190302321,True,False,False,False,False,False,False,False,False,False
67,Emp_67,-0.5474864472939611,-0.34527741939507156,-0.06790258560657209,0.3232572943310561,False,True,True,False,False,False,True,False,False,False
68,Emp_68,-1.1449093650929711,0.677674316006586,1.1166099723600615,-0.021783580568669227,True,True,False,True,False,False,False,False,False,True
69,Emp_69,-0.6328325784081055,0.6603361509997783,0.4072176653156243,-0.8843857678179826,True,True,False,False,False,True,False,True,False,False
70,Emp_70,0.13528260161919303,-0.4839827394495335,0.3533394764999607,-1.344440267684283,True,True,False,False,True,False,False,False,False,True
71,Emp_71,1.5861668305596457,0.6603361509997783,-0.027707380074715144,0.09323004439790589,False,True,False,False,False,True,False,False,True,False
72,Emp_72,-0.03540966060909551,-1.5416108048648065,-0.3061433991062408,0.5532845442642064,True,False,True,False,False,False,False,True,False,False
73,Emp_73,-0.4621403161798169,-0.7440552145516498,-0.17914316302854813,0.9558322316472192,True,True,False,False,False,True,False,False,True,False
74,Emp_74,-0.29144805395152834,0.6603361509997783,-0.5793646555371925,-1.344440267684283,True,False,False,False,True,False,False,False,False,True
75,Emp_75,0.22062873273333733,-1.1081566796946125,-0.027707380074715144,-1.4019470801675706,False,True,False,True,False,False,True,False,False,False
76,Emp_76,0.39132099496162587,-1.004127689653766,0.797748006088689,0.7833117941973565,False,False,False,False,True,False,False,False,False,False
77,Emp_77,0.30597486384748157,-1.454919979830768,0.18295979932014927,-0.021783580568669227,False,False,False,False,False,False,False,False,False,False
78,Emp_78,1.67151296167379,-0.4839827394495335,-0.6084150365731328,0.7833117941973565,False,False,False,False,False,True,False,False,False,False
79,Emp_79,0.6473593883040587,1.11112844117678,0.34978605419691483,-0.8843857678179826,True,False,True,False,False,False,False,True,False,False
80,Emp_80,-0.5474864472939611,1.1458047711903951,-0.027707380074715144,0.208243669364481,False,False,False,False,False,True,False,False,True,False
81,Emp_81,-1.742332282891981,1.232495596224434,-1.161849023187133,1.0133390441305068,False,False,False,False,True,False,False,False,False,False
82,Emp_82,0.30597486384748157,-1.6283016298988453,0.949183789042522,0.38076410681434364,False,False,False,False,False,False,False,False,True,False
83,Emp_83,-1.2302554962071153,1.7006260514082432,-0.027707380074715144,-1.4019470801675706,True,True,True,False,False,False,False,False,False,False
84,Emp_84,-1.0595632339788268,0.0014858807410835341,-1.0345257487182544,-0.1943040180185319,True,True,False,False,False,False,False,False,False,True
85,Emp_85,0.22062873273333733,1.2845100912448573,-1.0026372446740373,1.7034207939299575,False,False,False,False,False,False,True,False,False,False
86,Emp_86,-1.742332282891981,1.3885390812857041,-0.32534110921100823,1.128352669097082,True,True,False,False,True,False,False,False,True,False
87,Emp_87,-1.1449093650929711,0.03616221075469923,-0.860500352552201,0.6107913567474939,False,True,False,False,False,True,False,True,False,False
88,Emp_88,0.22062873273333733,-1.576287134878422,0.9278632552242465,0.6682981692307814,False,False,False,False,False,False,False,False,False,False
89,Emp_89,-0.8888709717505383,0.31357285086362324,0.11193750160082915,-1.5169607051341456,True,True,False,False,False,False,False,False,False,True
90,Emp_90,-0.37679418506567264,-0.58801172949038,0.32696569927670444,-0.8843857678179826,False,False,False,False,False,False,False,False,False,False
91,Emp_91,-1.1449093650929711,-1.0388040196673818,1.0406728762605546,-0.826878955334695,False,True,True,False,False,False,True,False,False,False
92,Emp_92,1.1594361749889244,-1.1081566796946125,-0.011232422124229582,-0.8843857678179826,True,False,False,False,False,False,False,False,False,False
93,Emp_93,1.1594361749889244,0.19220569581596877,0.07439582571085715,-0.5393448929182573,False,True,False,False,False,False,True,False,False,False
94,Emp_94,0.9887439127606358,-1.3855673198035368,-1.0786435632859412,1.3008731065469445,False,False,False,False,True,False,False,False,True,False
95,Emp_95,-1.400947758435404,1.0937902761699718,-0.027707380074715144,-0.42433126795168213,True,True,False,False,False,False,True,False,False,False
96,Emp_96,1.7568590927879344,-0.9694513596401506,-0.9289614173128322,-0.309317642985107,True,True,False,False,False,False,False,False,False,True
97,Emp_97,1.5008206994455016,0.15752936580235338,-0.13271793138096136,1.7034207939299575,True,True,False,False,True,False,False,False,False,True
98,Emp_98,1.67151296167379,-1.3162146597763056,0.6421819465618351,-1.2294266427177079,True,False,True,False,False,False,False,False,True,False
99,Emp_99,0.5620132571899145,1.232495596224434,1.1113029130762917,1.3583799190302321,True,False,False,False,False,True,False,True,False,False
100,Emp_100,-1.2302554962071153,0.6429979859929706,0.1665540638820607,0.09323004439790589,True,True,False,False,True,False,False,False,False,True
101,Emp_101,-1.0595632339788268,-1.0388040196673818,-1.1162775358591093,1.5309003564800947,False,True,True,False,False,False,False,False,True,False
102,Emp_102,-1.1449093650929711,0.7296888110270093,-0.822727934954239,1.243366294063657,False,False,False,False,False,True,False,False,True,False
103,Emp_103,-0.803524840636394,-1.454919979830768,0.6665251967547794,0.8408186066806441,True,True,False,False,False,True,False,False,False,True
104,Emp_104,1.07409004387478,0.9204086261018946,0.36759931405374235,-1.459453892650858,False,True,False,False,True,False,False,False,True,False
105,Emp_105,0.9887439127606358,-0.050528614279339544,-0.7408377027885902,0.38076410681434364,False,False,False,False,False,False,False,False,True,False
106,Emp_106,0.13528260161919303,-1.3335528247831134,-0.7143254805405399,-0.07929039305195679,True,False,False,False,True,False,False,False,False,False
107,Emp_107,0.22062873273333733,0.15752936580235338,0.16366979253218578,-0.5393448929182573,True,True,False,False,False,True,False,False,True,False
108,Emp_108,1.3301284372172129,-1.0561421846741894,-0.14093233618540515,-1.6894811425840084,True,False,True,False,False,False,False,False,False,True
109,Emp_109,1.1594361749889244,0.5909834909725472,-0.019954458686251352,-1.344440267684283,False,True,False,False,True,False,False,False,False,True
110,Emp_110,1.5861668305596457,0.7123506460202014,0.9625668081059416,-1.4019470801675706,False,True,True,False,False,False,False,False,False,True
111,Emp_111,0.04993647050504876,0.8857322960882789,0.19961935063702682,-0.6543585178848323,True,False,False,False,False,False,False,False,False,False
112,Emp_112,0.47666712607577016,1.3538627512720882,-1.0607841550875157,1.7034207939299575,False,True,False,False,False,False,False,False,False,True
113,Emp_113,1.1594361749889244,0.5216308309453161,-0.20383252578347746,0.5532845442642064,False,False,False,False,False,True,False,False,True,False
114,Emp_114,-1.742332282891981,-0.050528614279339544,-0.4082927532334111,-0.9418925803012701,False,False,False,False,False,True,True,False,False,False
115,Emp_115,1.1594361749889244,1.2151574312176265,0.10937626864214021,-1.4019470801675706,False,True,False,True,False,False,False,False,False,False
116,Emp_116,1.3301284372172129,1.371200916278896,0.5979487611401533,1.64591398144667,False,False,False,True,False,False,True,False,False,False
117,Emp_117,-0.6328325784081055,0.95508495611551,0.5064596739221207,-1.2294266427177079,False,True,False,False,False,True,False,True,False,False
118,Emp_118,-1.5716400206636925,1.5099062363333582,-0.25803375299032705,0.09323004439790589,True,False,False,False,False,False,True,False,False,False
119,Emp_119,-1.742332282891981,1.6486115563878205,0.9633974782547056,1.4158867315135197,False,True,True,False,False,False,False,False,True,False
120,Emp_120,-1.400947758435404,-0.8827605346061118,0.40599473426327737,-1.2869334552009954,False,False,False,False,False,True,False,False,False,False
121,Emp_121,0.39132099496162587,-1.1081566796946125,-0.4442884596798501,1.7034207939299575,True,True,True,False,False,False,False,False,False,True
122,Emp_122,-0.6328325784081055,-0.1892339343338017,1.0798989666188534,0.6107913567474939,False,True,False,True,False,False,False,False,False,True
123,Emp_123,1.5008206994455016,1.7006260514082432,-0.2301370804943368,-0.4818380804349697,True,False,True,False,False,False,True,False,False,False
124,Emp_124,0.47666712607577016,-1.4375818148239599,0.3474555629462159,-1.2869334552009954,False,True,False,False,False,True,True,False,False,False
125,Emp_125,-1.0595632339788268,0.7123506460202014,-0.027707380074715144,0.7833117941973565,False,True,False,False,False,False,True,False,False,False
126,Emp_126,-0.5474864472939611,1.1978192662108187,0.9758344563153662,0.208243669364481,False,True,False,False,False,True,False,False,True,False
127,Emp_127,-0.5474864472939611,1.7006260514082432,-0.45748688537687776,1.0708458566137944,False,True,False,False,True,False,False,False,False,True
128,Emp_128,0.39132099496162587,0.400263675897662,-0.8584467513510902,-1.2294266427177079,False,True,False,False,True,False,False,True,False,False
129,Emp_129,1.7568590927879344,-0.4319682444291103,-0.20032525182202957,-1.1719198302344203,True,True,False,False,True,False,False,False,True,False
130,Emp_130,-0.7181787095222497,-1.1775093397218437,-1.0748132509333073,-0.4818380804349697,False,False,False,False,False,False,False,False,False,True
131,Emp_131,0.9033977816464915,1.6486115563878205,0.8986282808219143,-0.9993993927845577,True,False,False,False,False,True,False,False,False,True
132,Emp_132,1.5008206994455016,1.4578917413129349,0.21814790978862333,0.6682981692307814,True,False,False,False,True,False,False,False,False,True
133,Emp_133,0.9033977816464915,1.0417757811495492,0.14857928482964017,1.5884071689633823,False,False,False,False,False,True,False,False,False,True
134,Emp_134,-1.486293889549548,1.5272444013401656,-0.9261694426461533,1.1858594815803694,False,True,False,True,False,False,False,False,False,False
135,Emp_135,0.7327055194182029,-1.5416108048648065,0.5601763435421913,0.26575048184776856,False,True,False,False,True,False,False,False,False,True
136,Emp_136,1.3301284372172129,0.4349400059112774,-1.157649524101715,-1.2869334552009954,False,False,False,False,True,False,True,False,False,False
137,Emp_137,0.13528260161919303,-0.7960697095720731,-0.5836564513058063,-0.9993993927845577,False,True,False,False,False,False,False,False,False,True
138,Emp_138,1.5008206994455016,0.9030704610950869,-0.9934767988668345,0.26575048184776856,True,False,False,False,False,True,False,True,False,False
139,Emp_139,-0.5474864472939611,-1.4202436498171522,-0.7580510342046438,-0.07929039305195679,False,True,False,False,False,False,False,False,False,False
140,Emp_140,0.6473593883040587,-0.8480842045924963,0.8992512834334873,-1.1719198302344203,False,True,False,False,False,False,False,True,False,False
141,Emp_141,1.2447823061030687,1.1978192662108187,0.8597944513671983,-0.021783580568669227,True,False,False,False,False,True,False,True,False,False
142,Emp_142,-0.7181787095222497,0.8510559660746635,1.0690079580017258,1.64591398144667,False,True,False,True,False,False,False,True,False,False
143,Emp_143,0.9033977816464915,1.6832878864014358,0.23891466350772278,-1.4019470801675706,True,False,False,False,False,True,False,False,True,False
144,Emp_144,-1.2302554962071153,0.4869545009317008,-0.6109070470194247,-0.07929039305195679,False,False,False,True,False,False,False,False,False,True
145,Emp_145,0.04993647050504876,-0.6920407195312266,-0.6804525978076088,0.43827091929763123,False,False,False,False,False,False,False,False,False,True
146,Emp_146,0.5620132571899145,0.15752936580235338,-0.6439492596035918,-1.459453892650858,False,True,False,True,False,False,False,True,False,False
147,Emp_147,-1.6569861517778368,1.5272444013401656,-1.1482352624157235,-1.344440267684283,True,True,False,True,False,False,False,False,False,True
148,Emp_148,1.7568590927879344,0.5042926659385084,-0.5395155625673206,-1.1144130177511329,False,False,False,True,False,False,False,False,True,False
149,Emp_149,-1.3156016273212596,1.3018482562516653,-1.0284341676273185,-0.5968517054015448,True,True,False,False,True,False,False,False,False,True
150,Emp_150,0.5620132571899145,-1.6629779599124608,-0.5713579182699398,-0.1943040180185319,False,False,False,False,True,False,False,False,False,True
151,Emp_151,0.5620132571899145,-0.46664457444272567,0.758798805779978,-0.8843857678179826,False,False,False,False,False,False,False,True,False,False
152,Emp_152,-0.12075579172323979,1.4925680713265503,0.42004690427986796,-0.07929039305195679,False,True,False,False,False,True,False,False,False,False
153,Emp_153,0.7327055194182029,-1.6109634648920375,0.8025012852732828,-1.0569062052678453,False,False,False,True,False,False,False,False,False,False
154,Emp_154,-0.8888709717505383,0.053500375761506916,-0.10945916721556997,1.64591398144667,False,True,False,False,False,True,False,False,False,True
155,Emp_155,0.5620132571899145,-0.5533353994767645,-0.33690126878130694,1.5884071689633823,True,True,False,False,False,True,False,True,False,False
156,Emp_156,0.30597486384748157,0.4869545009317008,0.9590133858028956,0.43827091929763123,True,True,False,True,False,False,False,False,False,False
157,Emp_157,1.5008206994455016,-1.1948475047286513,0.4142552874093191,0.15073685688119345,False,False,False,False,False,True,False,False,False,False
158,Emp_158,0.9887439127606358,0.5216308309453161,1.0053232465964874,0.26575048184776856,False,False,True,False,False,False,True,False,False,False
159,Emp_159,-1.742332282891981,1.6832878864014358,-0.8348188004529148,1.4158867315135197,True,True,False,True,False,False,False,False,False,False
160,Emp_160,0.47666712607577016,-0.8134078745788808,0.7530302630802281,1.64591398144667,True,True,False,False,False,True,False,False,True,False
161,Emp_161,-0.7181787095222497,-0.1545576043201863,-0.9783862911642889,1.5309003564800947,True,False,False,True,False,False,True,False,False,False
162,Emp_162,1.67151296167379,-1.6456397949056532,-0.047643463645050614,0.7833117941973565,True,True,False,True,False,False,False,True,False,False
163,Emp_163,-1.5716400206636925,-0.24124842935422508,0.19601977999238293,1.0133390441305068,True,True,True,False,False,False,True,False,False,False
164,Emp_164,1.5008206994455016,-0.34527741939507156,0.7325865477523147,0.15073685688119345,True,False,False,False,False,True,False,False,False,False
165,Emp_165,-1.3156016273212596,0.20954386082277676,0.9161415764583548,-0.8843857678179826,True,False,False,False,False,False,True,False,False,False
166,Emp_166,-1.1449093650929711,-0.8654223695993042,-0.027707380074715144,0.3232572943310561,True,False,False,False,False,True,False,True,False,False
167,Emp_167,0.47666712607577016,-0.6053498944971879,-0.3545760836133405,0.8408186066806441,True,True,False,True,False,False,False,False,False,True
168,Emp_168,-1.0595632339788268,0.3655873458840463,0.6988059617025796,1.4158867315135197,True,False,False,True,False,False,False,False,True,False
169,Emp_169,1.3301284372172129,1.4058772462925115,-0.9296997907784003,0.035723231914618334,True,False,False,True,False,False,False,False,False,True
170,Emp_170,0.9887439127606358,-0.934775029626535,-1.048970179638428,0.7833117941973565,True,False,False,True,False,False,False,True,False,False
171,Emp_171,1.7568590927879344,0.5909834909725472,1.100365756117566,0.6682981692307814,True,False,False,False,True,False,False,False,False,True
172,Emp_172,0.22062873273333733,0.07083854076831461,-0.3922331303573075,-0.309317642985107,False,False,False,False,False,False,False,False,True,False
173,Emp_173,-0.5474864472939611,-1.3855673198035368,0.5923648118067955,1.4733935439968073,False,False,True,False,False,False,False,True,False,False
174,Emp_174,-6.064207348838429e-16,0.20954386082277676,0.28529374681371156,-1.6319743301007208,True,False,False,False,False,False,False,False,False,True
175,Emp_175,0.9033977816464915,0.7123506460202014,0.5585380774154624,-0.7118653303681199,False,True,False,False,True,False,False,False,True,False
176,Emp_176,0.22062873273333733,0.3309110158704309,-0.5305397101265098,0.6107913567474939,True,False,False,False,False,True,True,False,False,False
177,Emp_177,1.67151296167379,-1.3855673198035368,1.1077494907732457,0.7833117941973565,False,True,True,False,False,False,False,False,False,True
178,Emp_178,-6.064207348838429e-16,1.2151574312176265,0.1854287355956422,1.128352669097082,False,True,False,False,False,True,True,False,False,False
179,Emp_179,1.5008206994455016,-1.6109634648920375,0.0683734671323183,-0.25181083050181946,False,False,False,False,False,True,False,False,False,False
180,Emp_180,-1.6569861517778368,-0.934775029626535,-0.36929740458310206,-0.9418925803012701,True,True,False,True,False,False,True,False,False,False
181,Emp_181,-1.5716400206636925,0.3829255108908543,-0.10223695175548317,-1.344440267684283,False,False,False,False,True,False,True,False,False,False
182,Emp_182,1.3301284372172129,-0.9867895246469583,0.14239540705550835,0.7833117941973565,False,True,False,False,False,True,False,False,False,False
183,Emp_183,-0.37679418506567264,-1.4029054848103444,-0.6227902449809094,-0.25181083050181946,False,False,False,False,False,False,False,True,False,False
184,Emp_184,-1.6569861517778368,0.018824045747891226,0.33437250810318325,1.64591398144667,False,True,False,False,False,False,False,False,False,False
185,Emp_185,-1.6569861517778368,0.7470269760338171,-0.8062760511745525,1.5309003564800947,True,False,False,False,False,True,True,False,False,False
186,Emp_186,0.5620132571899145,-0.3279392543882638,0.7667824688764318,0.5532845442642064,True,False,False,False,True,False,False,True,False,False
187,Emp_187,0.13528260161919303,0.677674316006586,0.10729959327023027,1.7034207939299575,False,True,True,False,False,False,False,False,False,True
188,Emp_188,-6.064207348838429e-16,1.232495596224434,-0.298436626059375,1.64591398144667,True,True,True,False,False,False,False,False,True,False
189,Emp_189,0.9033977816464915,1.5792588963605891,-1.084389031814892,-0.8843857678179826,True,False,False,True,False,False,False,True,False,False
190,Emp_190,0.9887439127606358,-0.934775029626535,0.9781649475660652,-1.1144130177511329,False,True,False,False,True,False,True,False,False,False
191,Emp_191,-1.742332282891981,0.3482491808772386,-0.027707380074715144,-0.021783580568669227,True,False,False,False,False,False,False,False,False,True
192,Emp_192,-0.20610192283738407,-0.8307460395856886,0.11632159405263903,1.7034207939299575,False,True,False,False,False,False,False,True,False,False
193,Emp_193,-1.6569861517778368,1.2671719262380494,0.3244275404888145,1.3008731065469445,False,False,False,True,False,False,False,False,True,False
194,Emp_194,0.39132099496162587,1.3365245862652808,-0.05078155087371453,-1.6319743301007208,False,True,False,False,False,False,True,False,False,False
195,Emp_195,0.9033977816464915,-0.6400262245108033,-0.6591089898185344,1.3583799190302321,False,False,False,True,False,False,False,False,False,False
196,Emp_196,-1.3156016273212596,0.4869545009317008,-0.009201895093917636,0.4957777317809188,True,True,False,True,False,False,False,False,True,False
197,Emp_197,0.9033977816464915,1.3365245862652808,1.023344173990506,-0.25181083050181946,True,False,False,False,False,True,False,False,True,False
198,Emp_198,-1.486293889549548,0.018824045747891226,0.7105045662976722,0.9558322316472192,False,True,True,False,False,False,False,False,True,False
199,Emp_199,-0.8888709717505383,0.7470269760338171,-0.9335993256434311,-0.9993993927845577,False,False,False,False,True,False,False,False,True,False
200,Emp_200,-0.37679418506567264,1.024437616142741,0.3212433049185526,0.09323004439790589,False,True,False,False,True,False,False,False,False,True
201,Emp_201,1.4154745683313572,1.2671719262380494,-0.028099640978298136,0.8408186066806441,True,True,True,False,False,False,False,True,False,False
202,Emp_202,0.22062873273333733,0.03616221075469923,-0.027707380074715144,0.4957777317809188,False,False,False,False,False,True,False,False,True,False
203,Emp_203,-1.400947758435404,1.5099062363333582,0.9963473941556767,-0.5393448929182573,True,True,False,False,False,False,False,False,True,False
204,Emp_204,1.07409004387478,0.4349400059112774,0.494853366010224,0.6682981692307814,True,True,False,False,False,False,True,False,False,False
205,Emp_205,-1.3156016273212596,-1.229523834742267,0.40071074915030647,-0.9418925803012701,True,False,False,False,True,False,False,False,False,False
206,Emp_206,0.04993647050504876,0.3655873458840463,-0.027707380074715144,-0.8843857678179826,False,False,False,False,False,True,True,False,False,False
207,Emp_207,-0.8888709717505383,-0.7093788845380343,-0.9460132295332928,1.5309003564800947,False,False,False,False,True,False,False,True,False,False
208,Emp_208,-0.4621403161798169,-0.46664457444272567,0.32539665566237247,-0.4818380804349697,False,False,False,True,False,False,False,False,False,True
209,Emp_209,0.9887439127606358,1.0591139461563563,-0.6003621509642819,0.6682981692307814,False,True,False,True,False,False,False,False,False,False
210,Emp_210,-1.0595632339788268,1.6312733913810125,-0.0010567128018708519,-1.2294266427177079,True,True,True,False,False,False,True,False,False,False
211,Emp_211,-1.3156016273212596,1.2671719262380494,0.9751653053621953,-1.2869334552009954,True,True,False,False,False,False,True,False,False,False
