EmployeeID,Name,Age,Gender,Department,Experience,Salary,City,PerformanceScore,LeftCompany
113,Emp_113,52.0,Female,Sales,13.1,62746.0,Kolkata,79,False
114,Emp_114,18.0,Female,Sales,9.8,53885.0,Chennai,53,False
115,Emp_115,52.0,Male,IT,17.1,76320.0,Bangalore,45,False
116,Emp_116,54.0,Female,IT,18.0,97494.0,Chennai,98,False
117,Emp_117,31.0,Male,Sales,15.6,93529.0,Delhi,48,False
118,Emp_118,20.0,Female,Finance,18.8,60397.0,Chennai,71,True
119,Emp_119,18.0,Male,HR,19.6,113332.0,Kolkata,94,False
120,Emp_120,22.0,Female,Sales,5.0,89175.0,Bangalore,47,False
121,Emp_121,43.0,Male,HR,3.7,52325.0,Mumbai,99,True
122,Emp_122,31.0,Male,IT,9.0,118381.0,Mumbai,80,False
123,Emp_123,56.0,Female,HR,19.9,61606.0,Chennai,61,True
124,Emp_124,44.0,Male,Sales,1.8,86638.0,Chennai,47,False
125,Emp_125,26.0,Male,Finance,14.2,,Chennai,83,False
126,Emp_126,32.0,Male,Sales,17.0,113871.0,Kolkata,73,False
127,Emp_127,32.0,Male,Marketing,19.9,51753.0,Mumbai,88,False
128,Emp_128,43.0,Male,Marketing,12.4,34376.0,Delhi,48,False
129,Emp_129,59.0,Male,Marketing,7.6,62898.0,Kolkata,49,True
130,Emp_130,30.0,Female,Finance,3.3,24999.0,Mumbai,61,False
131,Emp_131,49.0,Female,Sales,19.6,110525.0,Mumbai,52,True
132,Emp_132,56.0,Female,Marketing,18.5,81034.0,Mumbai,81,True
133,Emp_133,49.0,Female,Sales,16.1,78019.0,Mumbai,97,False
134,Emp_134,21.0,Male,IT,18.9,31441.0,Bangalore,90,False
135,Emp_135,47.0,Male,Marketing,1.2,95857.0,Mumbai,74,False
136,Emp_136,54.0,Female,Marketing,12.6,21409.0,Chennai,47,False
137,Emp_137,40.0,Male,Finance,5.5,46285.0,Mumbai,52,False
138,Emp_138,56.0,Female,Sales,15.3,28524.0,Delhi,74,True
139,Emp_139,32.0,Male,Finance,1.9,38727.0,Bangalore,68,False
140,Emp_140,46.0,Male,Finance,5.2,110552.0,Delhi,49,False
141,Emp_141,53.0,Female,Sales,17.0,108842.0,Delhi,69,True
142,Emp_142,30.0,Male,IT,15.0,117909.0,Delhi,98,False
143,Emp_143,49.0,Female,Sales,19.8,81934.0,Kolkata,45,True
144,Emp_144,24.0,Female,IT,12.9,45104.0,Mumbai,68,False
145,Emp_145,39.0,Female,Finance,6.1,42090.0,Mumbai,77,False
146,Emp_146,45.0,Male,IT,11.0,43672.0,Delhi,44,False
147,Emp_147,19.0,Male,IT,18.9,21817.0,Mumbai,46,True
148,Emp_148,59.0,Female,IT,13.0,48198.0,Kolkata,50,False
149,Emp_149,23.0,Male,Marketing,17.6,27009.0,Mumbai,59,True
150,Emp_150,45.0,Female,Marketing,0.5,46818.0,Mumbai,66,False
151,Emp_151,45.0,Female,Finance,7.4,104465.0,Delhi,54,False
152,Emp_152,37.0,Male,Sales,18.7,89784.0,Bangalore,68,False
153,Emp_153,47.0,Female,IT,0.8,106359.0,Bangalore,51,False
154,Emp_154,28.0,Male,,10.4,66836.0,Mumbai,98,False
155,Emp_155,45.0,Male,Sales,6.9,56979.0,Delhi,97,True
156,Emp_156,42.0,Male,IT,12.9,113142.0,Bangalore,77,True
157,Emp_157,56.0,Female,Sales,3.2,89533.0,Bangalore,72,False
158,Emp_158,50.0,Female,HR,13.1,115149.0,Chennai,74,False
159,Emp_159,18.0,Male,IT,19.8,35400.0,Bangalore,94,True
160,Emp_160,44.0,Male,Sales,5.4,104215.0,Kolkata,98,True
161,Emp_161,30.0,Female,IT,9.2,29178.0,Chennai,96,True
162,Emp_162,58.0,Male,IT,0.6,69515.0,Delhi,83,True
163,Emp_163,20.0,Male,HR,8.7,80075.0,Chennai,87,True
164,Emp_164,56.0,Female,Sales,8.1,103329.0,Bangalore,72,True
165,Emp_165,23.0,Female,Finance,11.3,111284.0,Chennai,54,True
166,Emp_166,25.0,Female,,5.1,,Delhi,75,True
167,Emp_167,44.0,Male,IT,6.6,56213.0,Mumbai,84,True
168,Emp_168,26.0,Female,IT,12.2,101865.0,Kolkata,94,True
169,Emp_169,54.0,Female,IT,18.2,31288.0,Mumbai,70,True
170,Emp_170,50.0,Female,IT,4.7,26119.0,Delhi,83,True
171,Emp_171,59.0,Female,Marketing,13.5,119268.0,Mumbai,81,True
172,Emp_172,41.0,Female,Finance,10.5,54581.0,Kolkata,64,False
173,Emp_173,32.0,Female,HR,2.1,97252.0,Delhi,95,False
174,Emp_174,,Female,Finance,11.3,83944.0,Mumbai,41,True
175,Emp_175,49.0,Male,Marketing,14.2,95786.0,Kolkata,57,False
176,Emp_176,41.0,Female,Sales,12.0,48587.0,Chennai,80,True
177,Emp_177,58.0,Male,HR,2.1,119588.0,Mumbai,83,False
178,Emp_178,,Male,,17.1,79616.0,Chennai,89,False
179,Emp_179,56.0,Female,Sales,0.8,74543.0,Bangalore,65,False
180,Emp_180,19.0,Male,IT,4.7,55575.0,Chennai,53,True
181,Emp_181,20.0,Female,Marketing,12.3,67149.0,Chennai,46,False
182,Emp_182,54.0,Male,Sales,4.4,77751.0,Bangalore,83,False
183,Emp_183,34.0,Female,Finance,2.0,44589.0,Delhi,65,False
184,Emp_184,19.0,Male,Finance,10.2,86071.0,Bangalore,98,False
185,Emp_185,19.0,Female,Sales,14.4,36637.0,Chennai,96,True
186,Emp_186,45.0,Female,Marketing,8.2,104811.0,Delhi,79,True
187,Emp_187,40.0,Male,HR,14.0,76230.0,Mumbai,99,False
188,Emp_188,,Male,HR,17.2,58646.0,Kolkata,98,True
189,Emp_189,49.0,Female,IT,19.2,24584.0,Delhi,54,True
190,Emp_190,50.0,Male,Marketing,4.7,113972.0,Chennai,50,False
191,Emp_191,18.0,Female,Finance,12.1,,Mumbai,69,True
192,Emp_192,36.0,Male,Finance,5.3,76621.0,Delhi,99,False
193,Emp_193,19.0,Female,IT,17.4,85640.0,Kolkata,92,False
194,Emp_194,43.0,Male,Finance,17.8,69379.0,Chennai,41,False
195,Emp_195,49.0,Female,IT,6.4,43015.0,Bangalore,93,False
196,Emp_196,23.0,Male,IT,12.9,71181.0,Kolkata,78,True
197,Emp_197,49.0,Female,Sales,17.8,115930.0,Kolkata,65,True
198,Emp_198,21.0,Male,HR,10.2,102372.0,Kolkata,86,False
199,Emp_199,28.0,Female,Marketing,14.4,31119.0,Kolkata,52,False
200,Emp_200,34.0,Male,Marketing,16.0,85502.0,Mumbai,71,False
201,Emp_201,55.0,Male,HR,17.4,70362.0,Delhi,84,True
202,Emp_202,41.0,Female,,10.3,,Kolkata,78,False
203,Emp_203,22.0,Male,Finance,18.8,114760.0,Kolkata,60,True
204,Emp_204,51.0,Male,Finance,12.6,93026.0,Chennai,81,True
205,Emp_205,23.0,Female,Marketing,3.0,88946.0,Bangalore,53,True
206,Emp_206,39.0,Female,Sales,12.2,,Chennai,54,False
207,Emp_207,28.0,Female,Marketing,6.0,30581.0,Delhi,96,False
208,Emp_208,33.0,Female,IT,7.4,85682.0,Mumbai,61,False
209,Emp_209,50.0,Male,IT,16.2,45561.0,Bangalore,81,False
210,Emp_210,26.0,Male,HR,19.5,71534.0,Chennai,48,True
211,Emp_211,23.0,Male,Finance,17.4,113842.0,Chennai,47,True
212,Emp_212,33.0,Female,Sales,6.5,43320.0,Mumbai,49,True
213,Emp_213,46.0,Male,Marketing,9.1,104646.0,Mumbai,55,False
214,Emp_214,20.0,Male,IT,19.7,99615.0,Bangalore,48,False
215,Emp_215,37.0,Female,Finance,18.5,38654.0,Kolkata,69,False
216,Emp_216,53.0,Male,Finance,19.5,90237.0,Mumbai,40,True
217,Emp_217,36.0,Male,Sales,8.7,48023.0,Chennai,50,True
218,Emp_218,43.0,Female,Sales,16.0,97472.0,Chennai,73,True
219,Emp_219,20.0,Male,Sales,17.4,81687.0,Kolkata,47,True
220,Emp_220,36.0,Female,,0.9,65519.0,Kolkata,45,True
221,Emp_221,37.0,Female,IT,5.3,100295.0,Mumbai,72,False
222,Emp_222,49.0,Male,,17.7,115499.0,Kolkata,50,False
223,Emp_223,24.0,Male,Finance,7.8,74107.0,Chennai,49,True
224,Emp_224,58.0,Male,Finance,5.6,101565.0,Mumbai,88,False
225,Emp_225,50.0,Female,Marketing,5.5,48663.0,Bangalore,66,True
226,Emp_226,57.0,Female,Finance,7.5,62565.0,Delhi,56,True
227,Emp_227,56.0,Male,Finance,4.9,69549.0,Mumbai,90,False
228,Emp_228,35.0,Male,IT,0.1,46884.0,Bangalore,64,True
229,Emp_229,57.0,Female,Finance,3.5,99267.0,Chennai,45,False
230,Emp_230,18.0,Male,HR,17.7,37850.0,Mumbai,57,False
231,Emp_231,28.0,Male,Finance,1.5,20440.0,Mumbai,95,True
232,Emp_232,45.0,Female,Marketing,8.3,109814.0,Mumbai,82,False
233,Emp_233,42.0,Male,Marketing,9.1,30043.0,Kolkata,81,False
234,Emp_234,40.0,Male,Sales,15.6,80895.0,Kolkata,42,False
235,Emp_235,48.0,Male,IT,5.1,41470.0,Chennai,56,True
236,Emp_236,47.0,Male,Marketing,6.2,86527.0,Bangalore,86,False
237,Emp_237,59.0,Female,HR,0.3,93150.0,Mumbai,81,True
238,Emp_238,52.0,Female,HR,18.1,96720.0,Delhi,93,True
239,Emp_239,24.0,Female,Sales,13.7,112122.0,Delhi,54,True
240,Emp_240,33.0,Female,IT,5.3,92560.0,Delhi,55,True
241,Emp_241,43.0,Male,IT,17.8,36527.0,Kolkata,91,False
242,Emp_242,19.0,Male,Finance,1.7,64578.0,Chennai,77,False
243,Emp_243,18.0,Male,,7.4,94057.0,Mumbai,83,False
244,Emp_244,29.0,Male,HR,11.3,79248.0,Chennai,79,False
245,Emp_245,,Female,HR,10.1,20783.0,Kolkata,85,False
246,Emp_246,54.0,Male,HR,13.1,78333.0,Mumbai,75,True
247,Emp_247,49.0,Male,,6.0,42834.0,Mumbai,59,False
248,Emp_248,26.0,Female,IT,15.2,101212.0,Chennai,98,False
249,Emp_249,58.0,Female,Finance,8.1,34926.0,Delhi,93,True
250,Emp_250,52.0,Female,Marketing,2.5,104794.0,Delhi,41,True
251,Emp_251,36.0,Male,IT,14.8,80542.0,Bangalore,42,False
252,Emp_252,33.0,Female,Sales,18.2,50566.0,Bangalore,89,True
253,Emp_253,20.0,Male,HR,7.3,23563.0,Chennai,69,True
254,Emp_254,37.0,Male,Finance,11.8,95137.0,Mumbai,83,False
255,Emp_255,,Female,IT,13.8,90136.0,Kolkata,48,False
256,Emp_256,50.0,Female,Sales,16.6,118489.0,Kolkata,59,False
257,Emp_257,41.0,Female,HR,4.0,115293.0,Bangalore,51,False
258,Emp_258,28.0,Male,Sales,11.4,109953.0,Bangalore,52,False
259,Emp_259,25.0,Male,Sales,14.8,80696.0,Kolkata,42,True
260,Emp_260,53.0,Male,Marketing,4.0,97638.0,Delhi,66,False
261,Emp_261,55.0,Female,Sales,9.4,62264.0,Chennai,57,False
262,Emp_262,57.0,Male,,9.3,29850.0,Bangalore,85,True
263,Emp_263,37.0,Male,Marketing,16.8,,Bangalore,88,True
264,Emp_264,52.0,Male,Sales,15.5,39171.0,Kolkata,73,True
265,Emp_265,42.0,Male,IT,4.6,104975.0,Delhi,91,True
266,Emp_266,52.0,Female,Sales,4.7,115077.0,Kolkata,50,True
267,Emp_267,42.0,Male,Sales,14.5,30601.0,Bangalore,51,True
268,Emp_268,46.0,Female,IT,14.8,45581.0,Kolkata,59,False
269,Emp_269,,Female,HR,3.6,112290.0,Chennai,46,True
270,Emp_270,35.0,Male,Finance,8.2,99516.0,Bangalore,85,False
271,Emp_271,19.0,Male,HR,16.5,108249.0,Bangalore,55,False
272,Emp_272,52.0,Female,Sales,1.6,72618.0,Bangalore,58,False
273,Emp_273,33.0,Male,HR,7.5,85258.0,Bangalore,53,True
274,Emp_274,58.0,Female,Finance,12.9,113226.0,Bangalore,94,False
275,Emp_275,53.0,Male,HR,15.4,72227.0,Mumbai,67,True
276,Emp_276,,Male,Finance,13.1,105316.0,Mumbai,75,True
277,Emp_277,21.0,Female,HR,8.0,55693.0,Kolkata,80,True
278,Emp_278,50.0,Male,Marketing,19.8,56198.0,Mumbai,46,True
279,Emp_279,31.0,Female,Sales,0.8,92709.0,Bangalore,89,True
280,Emp_280,38.0,Female,Finance,9.9,103917.0,Bangalore,80,False
281,Emp_281,37.0,Male,Sales,10.2,42165.0,Bangalore,48,False
282,Emp_282,25.0,Female,Marketing,4.8,43311.0,Mumbai,73,False
283,Emp_283,24.0,Male,HR,11.2,,Mumbai,63,True
284,Emp_284,20.0,Male,Sales,4.4,55505.0,Delhi,94,True
285,Emp_285,34.0,Male,HR,8.9,44121.0,Bangalore,56,True
286,Emp_286,50.0,Female,HR,8.6,119014.0,Delhi,70,True
287,Emp_287,29.0,Male,,15.5,57462.0,Delhi,54,False
288,Emp_288,39.0,Male,Finance,18.9,,Delhi,67,True
289,Emp_289,39.0,Female,Finance,4.1,119506.0,Bangalore,83,False
290,Emp_290,47.0,Female,Sales,19.8,68717.0,Mumbai,54,False
291,Emp_291,55.0,Female,Finance,18.8,101332.0,Bangalore,56,False
292,Emp_292,55.0,Female,IT,2.3,83109.0,Mumbai,63,True
293,Emp_293,25.0,Male,HR,18.2,65720.0,Bangalore,52,False
294,Emp_294,44.0,Male,Sales,11.3,60322.0,Chennai,81,False
295,Emp_295,44.0,Male,Marketing,17.6,32044.0,Chennai,60,True
296,Emp_296,51.0,Male,Sales,18.9,97426.0,Bangalore,64,False
297,Emp_297,38.0,Female,Sales,17.2,93780.0,Bangalore,58,True
298,Emp_298,47.0,Female,HR,8.1,111889.0,Bangalore,87,True
299,Emp_299,50.0,Male,Marketing,12.7,67938.0,Chennai,42,False
300,Emp_300,45.0,Female,HR,9.3,21310.0,Bangalore,85,False
301,Emp_301,50.0,Female,Finance,7.3,70558.0,Kolkata,63,False
302,Emp_302,22.0,Female,Sales,5.0,73237.0,Kolkata,60,False
303,Emp_303,36.0,Female,HR,8.8,,Kolkata,40,True
304,Emp_304,21.0,Female,IT,16.1,41840.0,Bangalore,96,False
305,Emp_305,52.0,Male,,16.9,112390.0,Delhi,89,True
306,Emp_306,34.0,Male,Finance,19.2,105441.0,Delhi,70,False
307,Emp_307,45.0,Female,HR,5.8,47012.0,Mumbai,46,False
308,Emp_308,47.0,Female,HR,13.0,67496.0,Kolkata,71,True
309,Emp_309,46.0,Male,IT,13.9,37692.0,Chennai,82,True
310,Emp_310,23.0,Male,Finance,3.8,49799.0,Kolkata,95,True
311,Emp_311,52.0,Female,IT,7.3,108035.0,Kolkata,75,True
312,Emp_312,58.0,Female,Sales,6.8,68290.0,Mumbai,42,False
313,Emp_313,54.0,Female,Marketing,19.7,55121.0,Kolkata,99,True
314,Emp_314,41.0,Male,HR,19.2,97597.0,Delhi,40,True
315,Emp_315,46.0,Female,,16.4,45870.0,Chennai,51,False
316,Emp_316,48.0,Female,HR,9.5,119868.0,Delhi,49,False
317,Emp_317,52.0,Female,HR,5.3,36792.0,Kolkata,94,False
318,Emp_318,50.0,Female,IT,18.3,119402.0,Bangalore,46,True
319,Emp_319,38.0,Female,HR,5.4,111620.0,Chennai,64,False
320,Emp_320,49.0,Female,Finance,10.4,70423.0,Chennai,66,True
321,Emp_321,40.0,Female,Finance,4.9,75090.0,Mumbai,66,False
322,Emp_322,,Female,Marketing,19.4,22883.0,Mumbai,45,True
323,Emp_323,20.0,Male,Finance,0.8,92571.0,Chennai,59,False
324,Emp_324,35.0,Male,IT,3.5,26901.0,Chennai,88,True
325,Emp_325,42.0,Male,Finance,15.3,,Delhi,61,False
326,Emp_326,59.0,Female,Marketing,3.0,115801.0,Kolkata,99,True
327,Emp_327,48.0,Male,Sales,19.6,119979.0,Chennai,89,True
328,Emp_328,20.0,Male,,6.4,26623.0,Bangalore,65,False
329,Emp_329,57.0,Male,IT,18.4,36708.0,Kolkata,84,True
330,Emp_330,41.0,Male,Marketing,13.2,80777.0,Chennai,80,True
331,Emp_331,49.0,Male,Finance,12.7,24073.0,Mumbai,71,True
332,Emp_332,39.0,Female,Marketing,18.3,108548.0,Mumbai,62,False
333,Emp_333,40.0,Male,HR,10.3,34756.0,Mumbai,40,True
334,Emp_334,19.0,Female,Marketing,8.0,,Bangalore,75,True
335,Emp_335,44.0,Female,Finance,4.4,41911.0,Delhi,60,True
336,Emp_336,,Male,IT,2.9,112921.0,Kolkata,53,False
337,Emp_337,19.0,Female,HR,15.8,34465.0,Delhi,58,False
338,Emp_338,,Male,Marketing,2.6,30018.0,Delhi,64,False
339,Emp_339,34.0,Female,Sales,7.9,62108.0,Delhi,48,True
340,Emp_340,57.0,Female,Finance,8.2,48515.0,Mumbai,80,False
341,Emp_341,50.0,Male,IT,13.3,27943.0,Kolkata,68,False
342,Emp_342,26.0,Female,Finance,5.6,72936.0,Mumbai,85,True
343,Emp_343,56.0,Female,Marketing,16.8,73531.0,Delhi,86,True
344,Emp_344,,Female,IT,4.1,100059.0,Chennai,41,True
345,Emp_345,59.0,Female,Sales,15.8,108501.0,Bangalore,86,True
346,Emp_346,43.0,Female,HR,17.0,26013.0,Bangalore,90,False
347,Emp_347,52.0,Female,Marketing,3.9,20871.0,Delhi,70,False
348,Emp_348,42.0,Female,IT,16.2,77387.0,Mumbai,97,True
349,Emp_349,,Female,HR,14.3,66084.0,Kolkata,70,True
350,Emp_350,30.0,Male,IT,17.5,108439.0,Mumbai,53,False
351,Emp_351,24.0,Female,Marketing,10.2,30414.0,Kolkata,62,True
352,Emp_352,53.0,Male,IT,4.7,50748.0,Chennai,70,True
353,Emp_353,37.0,Male,Sales,18.2,,Kolkata,77,True
354,Emp_354,18.0,Female,IT,15.8,24702.0,Kolkata,55,True
355,Emp_355,25.0,Female,,0.4,36385.0,Chennai,47,True
356,Emp_356,33.0,Male,IT,18.8,116590.0,Bangalore,51,True
357,Emp_357,31.0,Male,HR,19.0,96236.0,Kolkata,40,True
358,Emp_358,29.0,Male,HR,7.1,40877.0,Chennai,99,True
359,Emp_359,40.0,Female,Finance,0.2,47979.0,Kolkata,79,True
360,Emp_360,32.0,Female,Finance,11.1,115758.0,Mumbai,53,True
361,Emp_361,45.0,Female,,18.3,108955.0,Chennai,67,True
362,Emp_362,51.0,Male,HR,2.5,75669.0,Delhi,40,True
363,Emp_363,19.0,Female,Finance,11.8,21789.0,Kolkata,61,False
364,Emp_364,49.0,Female,IT,14.6,62744.0,Kolkata,84,True
365,Emp_365,40.0,Female,Sales,2.7,58419.0,Mumbai,67,True
366,Emp_366,39.0,Female,Marketing,10.3,22171.0,Mumbai,52,False
367,Emp_367,42.0,Male,Finance,1.8,32945.0,Delhi,47,False
368,Emp_368,39.0,Female,Finance,11.2,81439.0,Chennai,97,True
369,Emp_369,39.0,Female,HR,8.8,34456.0,Delhi,94,True
370,Emp_370,59.0,Male,Sales,5.3,109343.0,Delhi,90,True
371,Emp_371,23.0,Female,HR,17.1,91371.0,Bangalore,46,True
372,Emp_372,32.0,Male,HR,7.6,50177.0,Delhi,42,True
373,Emp_373,54.0,Male,Sales,14.0,94244.0,Kolkata,66,True
374,Emp_374,50.0,Female,IT,15.8,36697.0,Delhi,58,True
375,Emp_375,25.0,Male,Finance,3.6,37744.0,Mumbai,85,False
376,Emp_376,22.0,Female,HR,2.4,38508.0,Mumbai,60,False
